title,brand,normal_price,low_price,high_price,oferta,categoria1,categoria2,datetime,Atributos,link,sin_stock,page
Camarones cocidos apanados mariposa 500 g,Cuisine & Co,0,$5.490,$6.190,Oferta,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-apanados-mariposa-500-g-cuisine-and-co-1773225/p,0,1
Camarones cocidos y pelados medianos 500 g,Cuisine & Co,0,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-y-pelados-medianos-500-g-cuisine-and-co-1773222/p,Producto sin stock,1
Camarones cocidos y pelados 250 g,Cuisine & Co,0,$3.390,$3.790,Oferta,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-y-pelados-250-g-cuisine-and-co-1773224/p,0,1
Hamburguesas de Merluza 2 un. 200 g,El Golfo,0,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/hamburguesas-merluza-el-golfo-bolsa-200-g-2-unid-2/p,Producto sin stock,1
Kanikama congelado 300 g,Cuisine & Co,$1.599,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/kanikama-congelado-300-g-cuisine-and-co-1822355/p,0,1
Surtido de mariscos congelados 900 g,Mar Verde,$5.190,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/surtido-de-mariscos-mar-verde-sa-900-g-congelados-2/p,0,1
Varitas doradas de Merluza congeladas 1 Kg,El Golfo,$7.190,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/varitas-doradas-de-merluza-el-golfo-1-kg-congelado-2/p,0,1
Croquetas de merluza El Golfo 100 g,El Golfo,$929,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/croquetas-de-merluza-100-gr-el-golfo/p,0,1
Paila marina 500 g,Cuisine & Co,$4.150,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/paila-marina-500-g-cuisine-and-co-1855314/p,0,1
Filetes de Merluza congelados apanados 500 g,El Golfo,$4.590,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/merluza-el-golfo-500-g-filetes-apanados-congelados-2/p,0,1
Camarones cocidos y pelados medianos 1 kg,Cuisine & Co,$13.890,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-y-pelados-medianos-1-kg-1773221/p,0,1
Coctelitos de Merluza congelados apanados 500 g,El Golfo,0,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/coctelitos-de-merluza-el-golfo-500-g-apanados-cong-2/p,Producto sin stock,1
Camarones crudos con cáscara 500 g,Cuisine & Co,$8.090,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-crudos-con-cascara-500-g-1624819/p,0,1
Camarones cocidos y pelados 200 g,Mar Verde,$3.590,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camaron-nacional-mar-verde-sa-200-g-200300-cocidos/p,0,1
Anillos de calamar apanados 400 g,Cuisine & Co,$5.190,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/anillos-de-calamar-apanados-400-g-cuisine-and-co-1843962/p,0,1
Salmón ahumado 100 g,Cuisine & Co,$4.990,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/salmon-ahumado-100-g-cuisine-and-co-1784280/p,0,1
Camarones cocidos con cáscara medianos 1 kg,Cuisine & Co,$11.760,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-con-cascara-medianos-1-kg-cuisine-and-co-1773219/p,0,1
Merluza tempura 500 g,El Golfo,0,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/merluza-tempura-500-gr-el-golfo/p,Producto sin stock,1
Carpaccio de salmón 100 g,Cuisine & Co,$5.090,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/carpaccio-de-salmon-100-g-cuisine-and-co-1648877/p,0,1
Choritos con concha 454 g,San José,$2.060,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/choritos-con-concha-454-g-1696583/p,0,1
Anillos de calamar 500 g,Cuisine & Co,$5.790,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/anillos-de-calamar-500-g-cuisine-and-co-1855315/p,0,1
Camarones cocidos pelados 21/30 de 500 g,Cuisine & Co,$12.490,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-pelados-21-30-de-500-g-1842889/p,0,1
Salmón filete 500 g,Aqua,$8.890,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/salmon-filete-500-g-1881682/p,0,1
Salmón trozo 500 g,Aqua,$8.890,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/salmon-trozo-500-g-1881683/p,0,1
Camarones cocidos con cáscara 500 g,Cuisine & Co,$8.190,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-con-cascara-500-g-1624818/p,0,1
Camarones enteros 400 g,Cuisine & Co,$5.890,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-enteros-400-g-1778345/p,0,1
Carpaccio de vacuno congelado 320 g,Cuisine & Co,$7.639,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/carpaccio-de-vacuno-congelado-320-g-cuisine-and-co-1785261/p,0,1
Croqueta salmón 80 g,Aqua,$790,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/croqueta-salmon-80-g-1883830/p,0,1
Camarones cocidos y pelados 500 g,Cuisine & Co,$6.560,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-cocidos-y-pelados-500-g-1773223/p,0,2
Camarones ecuatorianos cocidos sin cáscara 500 g,Cuisine & Co,$10.990,0,0,0,supermercados,pescaderia,2022-07-16 22:00:45.289537,1 un,https://www.santaisabel.cl/camarones-ecuatorianos-cocidos-sin-cascara-500-g-1680723/p,0,2
